loan_amnt,funded_amnt,funded_amnt_inv,term,home_ownership,issue_d
10000,10000,10000,36 months,MORTGAGE,Mar-2011
9000,9000,9000,60 months,MORTGAGE,Mar-2011
14000,14000,14000,36 months,MORTGAGE,Mar-2011
15000,15000,15000,60 months,MORTGAGE,Mar-2011
11000,11000,11000,36 months,RENT,Mar-2011
11000,11000,10750,36 months,RENT,Mar-2011
4800,4800,4800,36 months,MORTGAGE,Mar-2011
14000,14000,14000,60 months,MORTGAGE,Mar-2011
15250,15250,15200,60 months,RENT,Mar-2011
8000,8000,7975,36 months,RENT,Mar-2011
15000,15000,14975,36 months,RENT,Mar-2011
35000,35000,34660.634364452912,60 months,MORTGAGE,Mar-2011
9600,9600,9600,60 months,MORTGAGE,Mar-2011
12000,12000,11975,36 months,MORTGAGE,Mar-2011
25200,25200,25175,36 months,MORTGAGE,Mar-2011
6500,6500,6475,36 months,MORTGAGE,Mar-2011
4800,4800,4800,36 months,RENT,Mar-2011
35000,35000,34925,36 months,MORTGAGE,Mar-2011
6800,6800,6800,36 months,RENT,Mar-2011
8000,8000,7950,36 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
8500,8500,8500,36 months,MORTGAGE,Mar-2011
9350,9350,9100,36 months,RENT,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
10000,10000,9975,36 months,RENT,Mar-2011
4500,4500,4450,36 months,MORTGAGE,Mar-2011
4200,4200,4200,60 months,RENT,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
4550,4550,4525,60 months,RENT,Mar-2011
10400,10400,10390.16100197916,36 months,RENT,Mar-2011
3625,3625,3625,36 months,RENT,Mar-2011
3000,3000,3000,60 months,RENT,Mar-2011
6000,6000,6000,60 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
15000,15000,15000,60 months,MORTGAGE,Mar-2011
35000,35000,34201.921854549273,60 months,MORTGAGE,Mar-2011
10000,10000,9950,36 months,MORTGAGE,Mar-2011
13000,13000,12950,36 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
1000,1000,1000,36 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
8400,8400,8374.194326018452,60 months,RENT,Mar-2011
16000,16000,15950,60 months,MORTGAGE,Mar-2011
4000,4000,3975,36 months,RENT,Mar-2011
7500,7500,7500,36 months,RENT,Mar-2011
7200,7200,7200,36 months,RENT,Mar-2011
15000,15000,14750,36 months,RENT,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
6000,6000,5975,60 months,MORTGAGE,Mar-2011
11200,11200,11200,36 months,RENT,Mar-2011
5000,5000,5000,36 months,OWN,Mar-2011
1000,1000,1000,36 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
26000,26000,25925,60 months,MORTGAGE,Mar-2011
4500,4500,4341.92,36 months,MORTGAGE,Mar-2011
10000,10000,10000,60 months,MORTGAGE,Mar-2011
20050,20050,17713.89,60 months,MORTGAGE,Mar-2011
2725,2725,2725,36 months,RENT,Mar-2011
2000,2000,2000,60 months,RENT,Mar-2011
6000,6000,5950,36 months,MORTGAGE,Mar-2011
25000,25000,24975,60 months,RENT,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
1800,1800,1800,36 months,MORTGAGE,Mar-2011
12000,12000,11750,36 months,RENT,Mar-2011
8000,8000,8000,36 months,MORTGAGE,Mar-2011
9000,9000,8899.24141152601,60 months,RENT,Mar-2011
9000,9000,9000,60 months,MORTGAGE,Mar-2011
20000,20000,19975,60 months,RENT,Mar-2011
7000,7000,6925,36 months,MORTGAGE,Mar-2011
8000,8000,8000,36 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
13000,13000,13000,60 months,MORTGAGE,Mar-2011
8500,8500,8500,36 months,MORTGAGE,Mar-2011
6000,6000,5388.647009291432,60 months,MORTGAGE,Mar-2011
28000,28000,27859.591873343582,36 months,RENT,Mar-2011
28000,28000,26362.058770219319,60 months,RENT,Mar-2011
7500,7500,7500,60 months,RENT,Mar-2011
10500,10500,10450,60 months,RENT,Mar-2011
12800,12800,12775,60 months,RENT,Mar-2011
15000,15000,15000,36 months,RENT,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
20000,20000,19950,60 months,MORTGAGE,Mar-2011
17500,17500,17500,36 months,RENT,Mar-2011
7000,7000,7000,36 months,RENT,Mar-2011
15000,15000,15000,60 months,RENT,Mar-2011
12000,12000,12000,60 months,MORTGAGE,Mar-2011
9600,9600,9600,60 months,RENT,Mar-2011
7000,7000,6950,36 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
3200,3200,3200,60 months,OWN,Mar-2011
12000,12000,11950,60 months,MORTGAGE,Mar-2011
30000,30000,29975,60 months,MORTGAGE,Mar-2011
35000,35000,34975,60 months,MORTGAGE,Mar-2011
20000,20000,19975,60 months,OWN,Mar-2011
12000,12000,12000,60 months,RENT,Mar-2011
6000,6000,6000,60 months,RENT,Mar-2011
12000,12000,12000,60 months,MORTGAGE,Mar-2011
14000,14000,14000,60 months,MORTGAGE,Mar-2011
25000,25000,24975,60 months,RENT,Mar-2011
6250,6250,6225,36 months,MORTGAGE,Mar-2011
17600,17600,17575,60 months,MORTGAGE,Mar-2011
10000,10000,10000,60 months,OWN,Mar-2011
14000,14000,13950,36 months,RENT,Mar-2011
29700,29700,29700,60 months,MORTGAGE,Mar-2011
7000,7000,6950,36 months,RENT,Mar-2011
4000,4000,4000,60 months,MORTGAGE,Mar-2011
10000,10000,9975,36 months,OWN,Mar-2011
4000,4000,4000,60 months,RENT,Mar-2011
35000,35000,34216.679255303641,60 months,MORTGAGE,Mar-2011
9800,9800,9800,60 months,RENT,Mar-2011
23000,23000,22950,60 months,RENT,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
5000,5000,4946.228199551958,36 months,MORTGAGE,Mar-2011
11500,11500,11500,36 months,OWN,Mar-2011
2800,2800,2800,36 months,RENT,Mar-2011
15000,15000,15000,60 months,MORTGAGE,Mar-2011
8700,8700,8700,36 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,OWN,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
8000,8000,7975,60 months,MORTGAGE,Mar-2011
6000,6000,6000,36 months,MORTGAGE,Mar-2011
3000,3000,3000,36 months,RENT,Mar-2011
15000,15000,14975,60 months,MORTGAGE,Mar-2011
11425,11425,11425,36 months,RENT,Mar-2011
1000,1000,1000,36 months,MORTGAGE,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
4000,4000,4000,36 months,MORTGAGE,Mar-2011
8000,8000,7975,60 months,MORTGAGE,Mar-2011
8000,8000,8000,60 months,RENT,Mar-2011
8400,8400,8400,60 months,MORTGAGE,Mar-2011
8400,8400,8400,60 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,OWN,Mar-2011
12000,12000,12000,60 months,MORTGAGE,Mar-2011
16000,16000,16000,36 months,RENT,Mar-2011
17000,17000,16975,60 months,RENT,Mar-2011
9600,9600,9550,36 months,MORTGAGE,Mar-2011
2000,2000,2000,36 months,MORTGAGE,Mar-2011
11550,11550,11550,60 months,MORTGAGE,Mar-2011
25000,25000,24950,60 months,MORTGAGE,Mar-2011
20000,20000,19850,36 months,MORTGAGE,Mar-2011
35000,35000,25037.766522356598,60 months,MORTGAGE,Mar-2011
16000,16000,16000,60 months,RENT,Mar-2011
16000,16000,15950,60 months,MORTGAGE,Mar-2011
12000,12000,11950,60 months,RENT,Mar-2011
11850,11850,11850,60 months,OWN,Mar-2011
4200,4200,4200,60 months,MORTGAGE,Mar-2011
9000,9000,9000,36 months,RENT,Mar-2011
35000,35000,35000,36 months,MORTGAGE,Apr-2011
7475,7475,7475,36 months,MORTGAGE,Mar-2011
4500,4500,4500,36 months,MORTGAGE,Mar-2011
8000,8000,8000,60 months,MORTGAGE,Mar-2011
4000,4000,4000,60 months,RENT,Mar-2011
9500,9500,9500,36 months,MORTGAGE,Mar-2011
25000,25000,12975.000190985637,60 months,MORTGAGE,Mar-2011
10000,10000,9950,36 months,MORTGAGE,Mar-2011
12375,12375,12350,60 months,RENT,Mar-2011
7200,7200,7200,36 months,RENT,Mar-2011
6000,6000,6000,60 months,RENT,Mar-2011
12000,12000,11925,60 months,MORTGAGE,Mar-2011
15000,15000,15000,36 months,RENT,Mar-2011
7000,7000,7000,60 months,MORTGAGE,Mar-2011
6500,6500,6475,36 months,RENT,Mar-2011
17000,17000,17000,60 months,RENT,Mar-2011
11300,11300,11250,36 months,MORTGAGE,Mar-2011
4000,4000,4000,36 months,MORTGAGE,Mar-2011
7125,7125,7125,36 months,RENT,Mar-2011
3500,3500,3500,60 months,RENT,Mar-2011
6500,6500,6450,36 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
12000,12000,11975,60 months,MORTGAGE,Mar-2011
15000,15000,14900,36 months,RENT,Mar-2011
13200,13200,13175,60 months,MORTGAGE,Mar-2011
14000,14000,13951.368884036013,36 months,MORTGAGE,Mar-2011
16000,16000,15975,60 months,RENT,Mar-2011
2100,2100,2100,60 months,RENT,Mar-2011
18000,18000,17406.451474353832,60 months,RENT,Mar-2011
10900,10900,10900,36 months,RENT,Mar-2011
8000,8000,8000,60 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,MORTGAGE,Mar-2011
20000,20000,20000,60 months,MORTGAGE,Mar-2011
1200,1200,1200,36 months,RENT,Mar-2011
20000,20000,19774.101021504843,60 months,MORTGAGE,Mar-2011
9600,9600,9600,60 months,RENT,Mar-2011
9600,9600,9550,60 months,RENT,Mar-2011
1500,1500,1500,36 months,RENT,Mar-2011
5600,5600,5600,36 months,RENT,Mar-2011
1675,1675,1675,60 months,MORTGAGE,Mar-2011
15600,15600,15600,36 months,RENT,Mar-2011
34000,34000,31572.742666624152,60 months,MORTGAGE,Mar-2011
6000,6000,5900,36 months,RENT,Mar-2011
3000,3000,3000,60 months,MORTGAGE,Mar-2011
5000,5000,5000,60 months,OWN,Mar-2011
16000,16000,15975,60 months,MORTGAGE,Mar-2011
13000,13000,13000,60 months,MORTGAGE,Mar-2011
1500,1500,1500,36 months,RENT,Mar-2011
7000,7000,6950,36 months,MORTGAGE,Mar-2011
10500,10500,10500,60 months,OWN,Mar-2011
8000,8000,8000,36 months,MORTGAGE,Mar-2011
1500,1500,1500,36 months,RENT,Mar-2011
10000,10000,10000,60 months,MORTGAGE,Mar-2011
18000,18000,17975,60 months,MORTGAGE,Mar-2011
19125,19125,18800.966775836833,60 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
7200,7200,7197.431920607471,36 months,MORTGAGE,Mar-2011
7000,7000,6975,36 months,MORTGAGE,Mar-2011
10975,10975,10925,60 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,MORTGAGE,Mar-2011
12000,12000,12000,36 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,OWN,Mar-2011
9600,9600,9600,36 months,RENT,Mar-2011
9300,9300,9300,36 months,RENT,Mar-2011
22250,22250,17074.126078510472,60 months,OWN,Mar-2011
12175,12175,12125,60 months,MORTGAGE,Mar-2011
7900,7900,7900,36 months,RENT,Mar-2011
2500,2500,2500,36 months,MORTGAGE,Mar-2011
22300,22300,15971.739012822999,60 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
15000,15000,15000,36 months,RENT,Mar-2011
10000,10000,9975,36 months,MORTGAGE,Mar-2011
10800,10800,10800,60 months,RENT,Mar-2011
6000,6000,6000,60 months,RENT,Mar-2011
15000,15000,15000,36 months,MORTGAGE,Mar-2011
4100,4100,4100,60 months,RENT,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
20000,20000,19950,60 months,RENT,Mar-2011
3750,3750,3750,60 months,RENT,Mar-2011
4200,4200,4200,36 months,RENT,Mar-2011
35000,35000,33104.561855854905,60 months,RENT,Mar-2011
16000,16000,15950,60 months,RENT,Mar-2011
6600,6600,6600,36 months,MORTGAGE,Mar-2011
30000,30000,28364.692052208186,60 months,MORTGAGE,Mar-2011
4000,4000,4000,36 months,MORTGAGE,Mar-2011
5000,5000,4830.870806624241,36 months,MORTGAGE,Mar-2011
12000,12000,11900,36 months,MORTGAGE,Mar-2011
19200,19200,16428.535827952208,60 months,RENT,Mar-2011
9000,9000,9000,36 months,MORTGAGE,Mar-2011
5800,5800,5800,36 months,MORTGAGE,Mar-2011
13000,13000,12950,36 months,OWN,Mar-2011
1600,1600,1600,60 months,MORTGAGE,Mar-2011
20000,20000,19975,60 months,MORTGAGE,Mar-2011
24000,24000,23898.239894512121,36 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
5000,5000,4975,36 months,MORTGAGE,Mar-2011
20000,20000,20000,36 months,RENT,Mar-2011
25000,25000,24819.3800835937,60 months,RENT,Mar-2011
1800,1800,1800,36 months,RENT,Mar-2011
2375,2375,2375,36 months,RENT,Mar-2011
12000,12000,12000,36 months,MORTGAGE,Mar-2011
9600,9600,9600,36 months,MORTGAGE,Mar-2011
15450,15450,15389.630817922514,60 months,MORTGAGE,Mar-2011
10000,10000,10000,60 months,RENT,Mar-2011
12325,12325,12325,60 months,OWN,Mar-2011
25000,21925,20810.081514537427,60 months,MORTGAGE,Mar-2011
20000,20000,19975,60 months,RENT,Mar-2011
5000,5000,4900,36 months,MORTGAGE,Mar-2011
9000,9000,9000,36 months,RENT,Mar-2011
6000,6000,6000,60 months,RENT,Mar-2011
4200,4200,4125,36 months,RENT,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
16000,16000,15975,36 months,RENT,Mar-2011
12000,12000,11975,36 months,MORTGAGE,Mar-2011
14000,14000,13975,60 months,MORTGAGE,Mar-2011
15000,15000,15000,60 months,OWN,Mar-2011
5000,5000,4700,36 months,MORTGAGE,Mar-2011
8000,8000,7975,36 months,RENT,Mar-2011
22400,22400,22300,60 months,MORTGAGE,Mar-2011
6900,6900,6850,36 months,RENT,Mar-2011
12000,12000,11875,36 months,MORTGAGE,Mar-2011
12000,12000,11925,36 months,MORTGAGE,Mar-2011
7000,7000,7000,36 months,RENT,Mar-2011
7000,7000,6975,36 months,RENT,Mar-2011
10050,10050,10025,36 months,MORTGAGE,Mar-2011
14000,14000,13975,60 months,MORTGAGE,Mar-2011
3000,3000,2850,36 months,OWN,Mar-2011
6000,6000,5950,36 months,RENT,Mar-2011
1750,1750,1750,36 months,MORTGAGE,Mar-2011
7000,7000,7000,60 months,RENT,Mar-2011
35000,29575,15550,60 months,OWN,Mar-2011
30000,30000,29975,60 months,RENT,Mar-2011
4000,4000,3975,36 months,RENT,Mar-2011
6000,6000,5975,36 months,RENT,Mar-2011
10000,10000,9975,36 months,RENT,Mar-2011
11400,11400,11325,36 months,MORTGAGE,Mar-2011
2150,2150,2100,36 months,RENT,Mar-2011
5600,5600,5600,60 months,MORTGAGE,Mar-2011
6500,6500,6500,60 months,MORTGAGE,Mar-2011
6000,6000,5975,36 months,RENT,Mar-2011
2400,2400,2400,36 months,MORTGAGE,Mar-2011
12000,12000,11923.111076332093,36 months,MORTGAGE,Mar-2011
8800,8800,8775,36 months,MORTGAGE,Mar-2011
6800,6800,6750,36 months,MORTGAGE,Mar-2011
8000,8000,8000,60 months,RENT,Mar-2011
14000,14000,13975,60 months,RENT,Mar-2011
8800,8800,8800,60 months,RENT,Mar-2011
5000,5000,4950,36 months,RENT,Mar-2011
15000,15000,15000,60 months,OWN,Mar-2011
12500,12500,12500,36 months,RENT,Mar-2011
16000,16000,16000,60 months,RENT,Mar-2011
4000,4000,4000,36 months,MORTGAGE,Mar-2011
8000,8000,7900,36 months,RENT,Mar-2011
8000,8000,7975,36 months,RENT,Mar-2011
3000,3000,3000,36 months,MORTGAGE,Mar-2011
25000,25000,23491.25767028745,60 months,RENT,Mar-2011
5000,5000,4950,36 months,MORTGAGE,Mar-2011
20000,20000,20000,60 months,RENT,Mar-2011
3825,3825,3800,36 months,RENT,Mar-2011
24000,24000,24000,36 months,MORTGAGE,Mar-2011
15000,15000,14975,36 months,MORTGAGE,Mar-2011
8000,8000,7950,36 months,RENT,Mar-2011
7125,7125,7125,36 months,RENT,Mar-2011
3000,3000,3000,36 months,RENT,Mar-2011
10000,10000,9850,36 months,MORTGAGE,Mar-2011
8000,8000,8000,60 months,MORTGAGE,Mar-2011
10000,10000,9950,60 months,MORTGAGE,Mar-2011
2800,2800,2750,36 months,RENT,Mar-2011
22250,22250,22175,36 months,MORTGAGE,Mar-2011
9000,9000,8850,36 months,RENT,Mar-2011
13000,13000,12975,60 months,OWN,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
7600,7600,7575,36 months,RENT,Mar-2011
4800,4800,4800,36 months,OWN,Mar-2011
5000,5000,4975,60 months,RENT,Mar-2011
18000,18000,17893.192704561163,60 months,MORTGAGE,Mar-2011
10000,10000,9950,36 months,MORTGAGE,Mar-2011
20000,20000,19975,60 months,MORTGAGE,Mar-2011
6000,6000,5975,36 months,MORTGAGE,Mar-2011
4100,4100,3975,36 months,MORTGAGE,Mar-2011
16000,16000,16000,60 months,RENT,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
4000,4000,4000,60 months,MORTGAGE,Mar-2011
12375,12375,12281.231875804423,36 months,RENT,Mar-2011
6000,6000,5975,60 months,MORTGAGE,Mar-2011
8400,8400,8400,36 months,RENT,Mar-2011
16000,16000,16000,60 months,MORTGAGE,Mar-2011
20000,20000,19950,36 months,MORTGAGE,Mar-2011
21350,21350,21300,60 months,MORTGAGE,Mar-2011
10600,10600,10400,36 months,MORTGAGE,Mar-2011
2000,2000,2000,36 months,RENT,Mar-2011
12000,12000,11975,36 months,MORTGAGE,Mar-2011
7250,7250,7250,36 months,MORTGAGE,Mar-2011
5000,5000,4975,60 months,RENT,Mar-2011
2800,2800,2800,36 months,RENT,Mar-2011
27300,27300,16325,60 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
25000,25000,25000,36 months,RENT,Mar-2011
28000,28000,27441.23266429732,60 months,MORTGAGE,Mar-2011
12000,12000,11921.8663897332,36 months,RENT,Mar-2011
6800,6800,6675,36 months,MORTGAGE,Mar-2011
35000,35000,31065.970061132481,60 months,MORTGAGE,Mar-2011
5500,5500,5500,60 months,MORTGAGE,Mar-2011
24000,24000,23998.322629164807,60 months,MORTGAGE,Mar-2011
3000,3000,3000,36 months,RENT,Mar-2011
20000,20000,20000,36 months,RENT,Mar-2011
7000,7000,7000,36 months,RENT,Mar-2011
10000,10000,9925,36 months,MORTGAGE,Mar-2011
10000,10000,9900,36 months,RENT,Mar-2011
6425,6425,6425,36 months,MORTGAGE,Mar-2011
16000,16000,16000,36 months,MORTGAGE,Mar-2011
14400,14400,14350,36 months,MORTGAGE,Mar-2011
2000,2000,1975,60 months,MORTGAGE,Mar-2011
4000,4000,3975,60 months,OWN,Mar-2011
8000,8000,7925,36 months,RENT,Mar-2011
10000,10000,10000,60 months,RENT,Mar-2011
18225,18225,18225,60 months,MORTGAGE,Mar-2011
10400,10400,10400,60 months,RENT,Mar-2011
4000,4000,4000,36 months,RENT,Mar-2011
8000,8000,8000,60 months,RENT,Mar-2011
4200,4200,4175,36 months,MORTGAGE,Mar-2011
10000,10000,9975,60 months,RENT,Mar-2011
13125,13125,13075,36 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
8000,8000,7975,60 months,RENT,Mar-2011
7200,7200,7175,36 months,RENT,Mar-2011
14500,14500,14475,36 months,MORTGAGE,Mar-2011
15000,15000,14975,36 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,MORTGAGE,Mar-2011
8000,8000,7925,36 months,MORTGAGE,Mar-2011
20000,20000,20000,60 months,MORTGAGE,Mar-2011
30000,30000,18975.002073563736,60 months,MORTGAGE,Mar-2011
12550,12550,12525,60 months,MORTGAGE,Mar-2011
9000,9000,9000,60 months,RENT,Mar-2011
28000,28000,17975,60 months,MORTGAGE,Mar-2011
22000,22000,22000,36 months,MORTGAGE,Mar-2011
7800,7800,7775,60 months,MORTGAGE,Mar-2011
12000,12000,11950,36 months,MORTGAGE,Mar-2011
4800,4800,4800,36 months,RENT,Mar-2011
6850,6850,6850,60 months,RENT,Mar-2011
6000,6000,6000,36 months,MORTGAGE,Mar-2011
35000,35000,14677.942235834311,60 months,RENT,Mar-2011
11000,11000,10925,36 months,RENT,Mar-2011
7500,7500,7475,36 months,MORTGAGE,Mar-2011
3000,3000,3000,60 months,MORTGAGE,Mar-2011
18000,18000,17514.760957666548,60 months,MORTGAGE,Mar-2011
3200,3200,3200,36 months,MORTGAGE,Mar-2011
20000,20000,20000,60 months,MORTGAGE,Mar-2011
10225,10225,10225,36 months,OWN,Mar-2011
12000,12000,11900,36 months,RENT,Mar-2011
16000,16000,16000,36 months,RENT,Mar-2011
8000,8000,7950,36 months,OWN,Mar-2011
10600,10600,10600,60 months,RENT,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
14400,14400,14325,36 months,MORTGAGE,Mar-2011
5100,5100,5100,36 months,RENT,Mar-2011
8000,8000,8000,60 months,MORTGAGE,Mar-2011
12000,12000,11950,36 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
24000,24000,23718.572763265382,60 months,RENT,Mar-2011
12700,12700,12650,60 months,MORTGAGE,Mar-2011
14075,14075,14075,60 months,MORTGAGE,Mar-2011
21000,21000,20975,36 months,RENT,Mar-2011
14700,14700,14700,60 months,OWN,Mar-2011
10000,10000,9850,36 months,MORTGAGE,Mar-2011
35000,35000,31522.866222462007,60 months,MORTGAGE,Mar-2011
6400,6400,6400,36 months,MORTGAGE,Mar-2011
12000,12000,12000,36 months,RENT,Mar-2011
8000,8000,8000,36 months,RENT,Mar-2011
11200,11200,11200,36 months,RENT,Mar-2011
10625,10625,10520.541266914385,36 months,RENT,Mar-2011
30000,30000,29032.387092071987,60 months,MORTGAGE,Mar-2011
8000,8000,8000,36 months,MORTGAGE,Mar-2011
6700,6700,6700,60 months,RENT,Mar-2011
4600,4600,4600,36 months,MORTGAGE,Mar-2011
7675,7675,7675,36 months,OWN,Mar-2011
7000,7000,7000,60 months,RENT,Mar-2011
5000,5000,4975,36 months,MORTGAGE,Mar-2011
8000,8000,7998.341510056295,36 months,OWN,Mar-2011
10000,10000,9977.80112469104,60 months,RENT,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
15000,15000,15000,36 months,MORTGAGE,Mar-2011
13200,13200,13125,36 months,MORTGAGE,Mar-2011
14000,14000,14000,36 months,RENT,Mar-2011
10000,10000,9925,36 months,OWN,Mar-2011
12000,12000,12000,36 months,RENT,Mar-2011
6000,6000,6000,36 months,RENT,Mar-2011
12000,12000,11997.096699854962,36 months,MORTGAGE,Mar-2011
21000,21000,19503.647938514057,60 months,RENT,Mar-2011
12000,12000,11975,60 months,MORTGAGE,Mar-2011
5000,5000,5000,36 months,RENT,Mar-2011
6500,6500,6497.039126243085,36 months,RENT,Mar-2011
8000,8000,8000,36 months,MORTGAGE,Mar-2011
5500,5500,5500,36 months,RENT,Mar-2011
5600,5600,5596.86637214821,36 months,RENT,Mar-2011
3000,3000,3000,60 months,RENT,Mar-2011
7000,7000,6998.391046050856,60 months,RENT,Mar-2011
3000,3000,3000,60 months,OWN,Mar-2011
3600,3600,3600,36 months,RENT,Mar-2011
4800,4800,4795.730943729551,36 months,MORTGAGE,Mar-2011
13250,13250,13200,36 months,RENT,Mar-2011
25000,25000,24932.963164144932,36 months,RENT,Mar-2011
18000,18000,17975,60 months,RENT,Mar-2011
12000,12000,12000,36 months,RENT,Mar-2011
28000,28000,27675.158956156358,36 months,RENT,Mar-2011
1200,1200,1200,36 months,RENT,Mar-2011
30000,30000,11000,60 months,RENT,Mar-2011
4000,4000,4000,60 months,MORTGAGE,Mar-2011
18000,18000,17957.782276826139,36 months,MORTGAGE,Mar-2011
5700,5700,5700,36 months,RENT,Mar-2011
8000,8000,8000,36 months,MORTGAGE,Mar-2011
10000,10000,10000,36 months,RENT,Mar-2011
15000,15000,15000,36 months,MORTGAGE,Mar-2011
8500,8500,8300,36 months,RENT,Mar-2011
3600,3600,3600,60 months,RENT,Mar-2011
10000,10000,10000,36 months,MORTGAGE,Mar-2011
10000,10000,9995.697789798662,36 months,MORTGAGE,Mar-2011
1500,1500,1500,36 months,RENT,Mar-2011
5400,5400,5400,36 months,RENT,Mar-2011
3000,3000,3000,36 months,OWN,Mar-2011
9100,9100,9075,60 months,RENT,Mar-2011
12000,12000,11995.740945375665,36 months,RENT,Mar-2011
30000,30000,25704.61080035147,60 months,MORTGAGE,Mar-2011
10400,10400,10400,36 months,MORTGAGE,Mar-2011
18000,18000,17979.976814245606,60 months,RENT,Mar-2011
10000,10000,10000,60 months,RENT,Mar-2011
5000,5000,5000,60 months,OWN,Mar-2011
